date,kor_title,eng_title,grammar,grammar_desc
20190129,여기서는 수면 내시경 검사를 한다고 해서 그걸로 하려고요.,"They said they do a sleep endoscopy here, so I am here for that.",Vst는다고/ㄴ다고/다고 해서,It is used with an action verb or descriptive verb stem. It is used when the speaker acts according to the information which the speaker knows in advance. It is a combined expression with ‘-는다고/ㄴ다고/다고 하다’ as an indirect quotation and ‘-어서/아서/여서’ as a reason. ‘-는다고 해서’ is used if it ends with a consonant of action verb stem. ‘-ㄴ다고 해서’ is used if it ends with a vowel. ‘-다고 해서’ is used if it ends with a descriptive verb stem.
20190130,검사가 잘 되게 장을 모두 비우는 약이에요.,It is a medication that empties the bowels so that the examination goes well.,Avst게²(목적),"It is used with an active verb or descriptive verb stem. It is used for purpose, reason, and as a standard about a behavior or action."
20190131,지금 사람이 많으니까 채혈을 먼저 하고서 가시는 게 좋아요.,"Since there are a lot of people, it is good to draw the blood first.",Avst고서,"It is used with an action verb or descriptive verb stem. It is used after the preceding clause acts first. The behavior or action of the following clause continues to be connected with the preceding clause. Even though ‘-고' is able to change in order, -고서 emphasizes that the preceding clause is leading the following clause in content."
20190201,치료를 받는 건 아니고 위장약을 가끔 먹고 있어요.,I'm not receiving any treatment but I am taking medication for stomach from time to time.,Vst는/은/ㄴ 건 아니고,"It is used with an active verb and descriptive verb stem. It is used when the speaker suggests the different content in the following clause. The speaker is able to deny the content of the preceding clause. The content of the following clause is similar with the preceding clause partially. ‘-는 건 아니고' is used if it ends with the action verb stem ‘있다' , ‘없다'. ‘- ㄴ 건 아니고' is used if it ends with a vowel or with a ‘ㄹ' of descriptive verb stem. ‘-은 건 아니고' is used if ends with consonants of a descriptive verb stem."
20190202,어떤 음료도 물만 못하군요.,Any drink is not better than water.,N이/가 N만 못하다,It is used with a noun. It is used when the front noun or thing is worse than the back noun or the following noun.
20190204,그럴 기회가 있었으면 좋겠어요.,I wish I had a chance to do so.,Avst을/ㄹ 기회가 있었으면 좋겠어요.,It is used with an action verb or descriptive verb stem. It is used when the speaker wishes to have a special chance to act on what the speaker hopes. ‘-ㄹ 기회가 있었으면 좋겠어요.’ is used if it ends with an active verb stem or ‘ㄹ'. ‘-을 기회가 있었으면 좋겠어요.’ is used if it ends with an active verb stem ends with a consonant.
20190205,신청서에 이름과 질문하고 싶은 내용을 쓰도록 하세요.,"On the application, please write your name and any questions that you have.",AVst도록 하다,"It is used with an action verb stem. It is used when the speaker is attempts to do something. It is whether he/she is commanding to someone to do or asking someone to operate stuff. It is used if the speaker asks to the listener with commanding or suggesting, it becomes as Imperative sentence or Propositive sentence.‘-도록 하겠다’ is used for personal  will or pledge when the first person as a speaker."
20190206,면담 시간이 많았다면 질문을 많이 했을 거예요.,"If we had more face-to-face talk time, I would have asked a lot more questions.",Vst었다면/았다면/였다면,"It is used with action verb stem or descriptive verb stem and it used when you assume the opposite content which is not true practically. ‘-았다면’ is used if it ends with ‘ㅏ, ㅗ’ of an action verb or descriptive verb stem. ‘-었다면’ is used if it ends with the rest of the other vowels(ㅓ,ㅜ,ㅡ,ㅣ) as indicated. ‘-였다면(했다면)’ is used if‘ 하-’ is used."
20190207,있고말고요. 행정학을 전공한 피디도 있어요.,Of course. There is also a PD (Producer and Director) who majors in public administration.,Vst고말고요.,"It is used with an action verb or descriptive verb stem. It indicates that there is a strong agreement about what the speaker speaks first or asks a question. It is a same definition as ‘ 물론이다’ , ‘ 당연히 그렇다’ means ‘ Of course, surely’ It is used for present tense form even though the sentence is for the past tense form or past perfect tense form usually."
20190208,기자라든가 아나운서 같은 언론인이 될 수 있어요.,Either a journalist who is like a reporter or an announcer.,N이라든가/라든가 N 같은 N,"It is used next to the noun when it explains about examples or various lists. The third noun could be the combination for the previous two nouns. ‘ -이라든가' is used for noun ending with consonant, and ‘-라든가' is used for the nouns ending with vowel."
20190209,신문방송학으로 결정을 하기는 했지만 아직도 확신이 없어요.,I chose to study communictions but I'm still not sure about my decision.,Vst기는 하지만,It is used with an action or descriptive verb stems. It is useful to express when the following statement is the opposite with continuation even though the preceding clause is agreeable or to be recognized.
20190211,여기 디자인이 여러가지가 있는데 어떤 카드로 하시겠습니까? 요즘은 이렇게 캐릭터 카드로 많이들 한답니다.,"There are several designs, which card do you want? These days many people use card like this that have a character design.",Vst는답니다/ㄴ답니다/답니다.,"As it is attached to an action verb's stem or descriptive verb's stem, it is used when someone needs to inform the fact that the other person does not know anything about it. It is used to indicate the friendly expression or sharing the feeling of pride. '-ㄴ답니다' is used if the ending of an action verb's stem is a vowel or 'ㄹ'. Other than that, '-는답니다' is used if it ends with a consonant.  '-답니다' is used after the descriptive verb's stem."
20190212,제가 신용카드를 드린다는 것이 그만 회원카드를 드렸네요.,"Oops, I gave you my membership card accidentally instead of my credit card.",AVst는다는/ㄴ다는 것이,"As it is attached to an action verb's stem, it is used when the situation, which happened as a wrong result, simutaneously, in spite of an inevitable mistake or a misconception due to the unexpected result that was different from the first action. It is used as a past tense in the following clause mainly. '-ㄴ다는 것이' is used if the ending of an action verb's stem is a vowel or 'ㄹ'. Other than that, '-는다는 것이' is used if it ends with a consonant. It is used with '그만' frequently."
20190213,지난주에 이 블라우스를 샀는데 환불을 받을 수 있을까요? 집에서 입어 보기만 했어요.,"Last week, I bought this blouse. Is it possible to receive a refund? I just tried it on at home.",AVst기만 하다,"As it is attached to an action verb's stem, it is when he only acts one action without doing any different actions. When it used for 'N을/를 하다,' 'N만 하다' can be used."
20190214,조건이 까다롭기는 하지만 한국에서 직장에 다니고 계신다면 가능합니다.,"Even though the conditions are very particular, it is possible if you are employed in Korea.",Vst는다면/ㄴ다면/다면,"As it is attached to an action verb's stem or descriptive verb's stem, it is used when the situation of the first clause is an assumption or a condition. '-ㄴ다면' is used if it ends by a vowel of the action verb's stem or 'ㄹ'.  Other than that, '-는다면' is used if it ends with a consonant and '-다면' is used if it ends with a descriptive verb's stem."
20190215,어떡하긴. 카드 회사에 전화해서 분실 신고부터 해야지.,What do you mean what should you do? You should call the card company and report it lost.,Vst기는요.,"As it is attached to an action verb's stem or descriptive verb's stem, it is when someone expresses what he says in a negative way. It means being humble when you use it as his complement. As an abbreviation form, it is called '-긴요'. Usually, it does not express its tense."
20190216,오늘은 제가 집에 못 들어갈 수도 있어요.,I may not be able to go home today.,Vst을/ㄹ 수도 있다,"As it is attached to an action verb's stem or descriptive verb's stem, it is used when it is hard to make sure about what would be possible to occur by the incident. '-ㄹ 수도 있다' is used if the stem of an action verb or a descriptive verb ends with 'ㄹ' or a vowel. Other than that, it is used as '-을 수도 있다' when it ends with a consonant."
20190218,아무리 이런 옷이 유행한다고 해도 어울리는 걸 입어야지.,"No matter how fashionable these clothes are, you should wear what is suitable to you.",Vst는다고/ㄴ다고/다고 해도,"As it is attached to an action verb's stem or descriptive verb's stem, it is used when he insists the content of the following clause is regardless about the content of the proceding clause. Even though the preceding clause is about the story which has been heard, he is still insisting his opinion. '아무리' is used on some occassions, too. '-ㄴ다고 해도' is used if it ends with a vowel of an action verb's stem or 'ㄹ'.  Other than that, '-는다고 해도' is used if it ends with a consonant and '-다고 해도' is used if it ends with a descriptive verb's stem."
